code,category,value,areaName,cx,cy,region,pop_value,own,mortgage,sharedOwn,laRent,socialRent,privateRent,otherRent,freeRent,Average_Price,cxx,cyy
E06000061,popDensity,364.4,North Northamptonshire,493494,281667,E12000004,359525,47617,49245,1760,10410,12261,24645,2810,170,220678.911,243457.04,134261270
E06000062,popDensity,309.1,West Northamptonshire,465908,258722,E12000004,425725,53782,58173,2647,12035,12776,29463,3537,226,257475.2749,229847.9467,123324153.3
E07000008,popDensity,3579.2,Cambridge,545770,257755,E12000006,145674,12897,10234,872,6910,4980,14735,1760,86,448482.7953,269246.5333,122863216.7
E07000009,popDensity,134.8,East Cambridgeshire,556466,274112,E12000006,87762,13485,11822,565,684,4516,5103,1017,10,288353.7687,274523.2267,130660053.3
E07000010,popDensity,187.5,Fenland,539807,298084,E12000006,102462,16632,12820,236,1174,4407,7788,1007,19,199229.4677,266304.7867,142086706.7
E07000012,popDensity,179.8,South Cambridgeshire,542444,254795,E12000006,162118,24426,21736,1677,5397,4299,8055,1328,78,387877.0927,267605.7067,121452283.3
E07000026,popDensity,77.4,Allerdale,319765,535836,E12000002,96157,18770,11276,241,1096,7217,4241,1122,10,166283.2414,157750.7333,255415160
E07000027,popDensity,865.3,Barrow-in-Furness,320831,470657,E12000002,67407,12250,10211,54,2388,1063,4588,671,34,127569.3144,158276.6267,224346503.3
E07000028,popDensity,106,Carlisle,348339,564335,E12000002,110024,19427,14620,419,1402,5870,7687,1213,25,140853.1534,171847.24,268999683.3
E07000029,popDensity,91.7,Copeland,310947,502927,E12000002,67076,12988,8849,98,1635,3794,2726,673,25,132235.7977,153400.52,239728536.7
E07000030,popDensity,25.5,Eden,359952,524354,E12000002,54735,11661,5702,256,399,2143,3522,930,0,213238.5651,177576.32,249942073.3
E07000031,popDensity,68,South Lakeland,344716,488871,E12000002,104450,22394,11873,276,2201,2911,6525,1449,28,256911.0342,170059.8933,233028510
E07000032,popDensity,475.6,Amber Valley,435845,348157,E12000004,126206,23051,17474,297,2302,4867,7174,1061,51,195567.2244,215016.8667,165954836.7
E07000033,popDensity,500.7,Bolsover,448358,368917,E12000004,80272,12391,10873,117,4647,1115,5373,683,63,151289.0475,221189.9467,175850436.7
E07000034,popDensity,1568.4,Chesterfield,440052,373318,E12000004,103569,17249,12824,158,8428,1539,6882,899,79,171446.1485,217092.32,177948246.7
E07000035,popDensity,90.3,Derbyshire Dales,420549,359062,E12000004,71540,15405,7824,319,942,3133,3731,919,10,298604.5448,207470.84,171152886.7
E07000036,popDensity,1029.9,Erewash,443979,337734,E12000004,112906,18887,16285,265,1775,4623,7518,952,31,180666.773,219029.64,160986540
E07000037,popDensity,168.7,High Peak,408491,386271,E12000004,90933,16367,12562,284,3610,1347,5633,912,57,218478.1923,201522.2267,184122510
E07000038,popDensity,370.1,North East Derbyshire,436969,370027,E12000004,102001,18959,13467,270,7020,1577,3841,767,86,207479.419,215571.3733,176379536.7
E07000041,popDensity,2780,Exeter,293498,92447,E12000009,130709,16369,13703,583,4640,4087,12024,1083,65,272407.8959,144792.3467,44066403.33
E07000042,popDensity,90.8,Mid Devon,290588,109637,E12000009,82852,14110,9988,365,2830,1674,5704,908,52,252177.1387,143356.7467,52260303.33
E07000043,popDensity,90.8,North Devon,265967,131782,E12000009,98611,18055,11025,477,1110,3701,7364,1449,17,265523.518,131210.3867,62816086.67
E07000045,popDensity,200.1,Teignbridge,282849,79821,E12000009,134803,25889,16770,775,1324,4370,9357,1326,26,264900.1199,139538.84,38048010
E07000046,popDensity,69.2,Torridge,241935,112003,E12000009,68114,13870,7316,265,467,2380,5157,995,8,244691.7945,119354.6,53388096.67
E07000047,popDensity,49.2,West Devon,255465,86000,E12000009,57096,11569,6043,176,495,2000,3830,696,9,271568.1923,126029.4,40993333.33
E07000061,popDensity,2302.6,Eastbourne,559822,99749,E12000008,101686,16305,10924,270,3223,2717,11117,1001,53,257479.1022,276178.8533,47547023.33
E07000062,popDensity,3053.9,Hastings,580952,110924,E12000008,90995,12644,10243,203,918,4853,10642,930,18,231862.4653,286602.9867,52873773.33
E07000063,popDensity,342,Lewes,541167,111026,E12000008,99905,18524,12549,410,3162,1612,6524,860,47,335100.3158,266975.72,52922393.33
E07000067,popDensity,253.8,Braintree,578133,230213,E12000006,155268,22262,21828,475,2187,8406,8573,1222,30,292798.2966,285212.28,109734863.3
E07000068,popDensity,503.2,Brentwood,559999,195829,E12000006,77047,11797,11461,214,2649,1011,4589,574,48,435463.151,276266.1733,93345156.67
E07000069,popDensity,2005.4,Castle Point,579982,185122,E12000006,89587,16937,13000,135,1423,628,4585,655,26,325692.2226,286124.4533,88241486.67
E07000070,popDensity,535.9,Chelmsford,571456,205876,E12000006,181523,27057,25691,879,1619,8398,10479,1245,33,346130.8635,281918.2933,98134226.67
E07000071,popDensity,587.2,Colchester,597077,223202,E12000006,192715,26126,25352,419,5645,4940,15003,2162,64,272817.6042,294557.9867,106392953.3
E07000072,popDensity,398.2,Epping Forest,548522,203300,E12000006,134980,19180,18807,353,6215,1778,7082,1065,79,477064.8051,270604.1867,96906333.33
E07000074,popDensity,185,Maldon,592438,204831,E12000006,66208,12224,9034,227,266,2866,2670,609,4,346830.7427,292269.4133,97636110
E07000076,popDensity,440.9,Tendring,614571,223776,E12000006,148291,31510,16704,315,2702,2804,11829,1541,47,232993.4142,303188.36,106666560
E07000079,popDensity,78,Cotswold,407474,213072,E12000009,90832,16177,10260,869,675,5557,5592,1457,10,404258.9209,201020.5067,101564320
E07000080,popDensity,165.4,Forest of Dean,366318,214546,E12000009,87004,16466,10552,319,832,4004,4072,959,13,266771.7629,180716.88,102266926.7
E07000082,popDensity,263,Stroud,379361,203473,E12000009,121104,21548,16532,631,4521,1909,6125,1028,84,296244.6381,187151.4267,96988796.67
E07000084,popDensity,292.1,Basingstoke and Deane,455819,153006,E12000008,185154,23475,26170,1475,765,12946,10412,1388,14,307460.7573,224870.7067,72932860
E07000085,popDensity,244.4,East Hampshire,473316,131076,E12000008,125744,21080,17391,756,920,5687,5692,1184,9,390418.471,233502.56,62479560
E07000086,popDensity,1712.1,Eastleigh,447331,115065,E12000008,136443,20012,20379,1160,673,6757,7081,855,7,292749.2008,220683.2933,54847650
E07000087,popDensity,1542.1,Fareham,454571,106165,E12000008,114511,21154,17037,342,2237,1722,4990,1116,41,309638.3736,224255.0267,50605316.67
E07000088,popDensity,3229.8,Gosport,459361,100995,E12000008,81952,12314,10535,434,2998,2864,5481,1233,61,216446.9608,226618.0933,48140950
E07000089,popDensity,461.8,Hart,476958,154529,E12000008,99408,14958,15304,742,370,3144,4428,1014,5,418423.9249,235299.28,73658823.33
E07000091,popDensity,233.7,New Forest,426464,106633,E12000008,175785,36150,21371,504,4976,3391,9259,1865,51,359527.2743,210388.9067,50828396.67
E07000092,popDensity,2554.9,Rushmoor,486069,153516,E12000008,99756,9979,13795,679,945,5424,6510,1939,32,291823.3923,239794.04,73175960
E07000093,popDensity,207.9,Test Valley,434314,136669,E12000008,130492,19742,17974,1049,1935,5907,6356,1714,29,341856.099,214261.5733,65145556.67
E07000094,popDensity,192.8,Winchester,454712,125708,E12000008,127444,18648,15270,702,4950,2987,7489,1607,59,443276.1674,224324.5867,59920813.33
E07000095,popDensity,1924.9,Broxbourne,534904,204646,E12000006,99009,13178,14179,420,1400,4283,5783,584,23,360318.2216,263885.9733,97547926.67
E07000096,popDensity,729.8,Dacorum,500758,209858,E12000006,155081,19598,20937,394,9863,3457,8214,879,70,424653.2186,247040.6133,100032313.3
E07000098,popDensity,1065.9,Hertsmere,518976,199022,E12000006,107827,13227,14172,488,873,6528,6544,826,24,479472.0204,256028.16,94867153.33
E07000099,popDensity,354.9,North Hertfordshire,524291,230523,E12000006,133210,18933,17828,642,3476,7118,7756,966,14,357088.8714,258650.2267,109882630
E07000102,popDensity,1055.8,Three Rivers,506561,196949,E12000006,93771,12806,13334,276,1518,3949,4296,660,18,525099.4599,249903.4267,93879023.33
E07000106,popDensity,509.9,Canterbury,616375,158359,E12000008,157432,24477,16836,586,5006,2794,12522,1502,69,323350.5387,304078.3333,75484456.67
E07000107,popDensity,1605.3,Dartford,556785,172676,E12000008,116753,12302,17694,1042,4274,2040,7617,658,67,317780.8364,274680.6,82308893.33
E07000108,popDensity,369.2,Dover,629815,151044,E12000008,116410,19753,13725,387,4196,2843,8379,1216,53,267172.1258,310708.7333,71997640
E07000109,popDensity,1079.9,Gravesham,566746,170115,E12000008,106900,13018,12942,443,5308,1962,7276,674,101,292569.7593,279594.6933,81088150
E07000110,popDensity,446.9,Maidstone,580248,151563,E12000008,175782,24192,23799,1350,1887,7620,10725,1614,21,294057.9791,286255.68,72245030
E07000111,popDensity,326.4,Sevenoaks,551567,155211,E12000008,120514,18769,16297,913,996,5469,5572,976,22,443023.529,272106.3867,73983910
E07000113,popDensity,406.2,Swale,595988,164044,E12000008,151676,20788,19727,820,1325,6716,9851,1251,17,265637.6011,294020.7467,78194306.67
E07000114,popDensity,1356.9,Thanet,632674,166985,E12000008,140587,22731,15431,282,2940,4456,14755,1579,26,259642.4676,312119.1733,79596183.33
E07000115,popDensity,550.6,Tonbridge and Malling,564511,155282,E12000008,132201,18379,19126,1108,1001,7254,5757,937,9,380050.1433,278492.0933,74017753.33
E07000116,popDensity,348,Tunbridge Wells,570254,137789,E12000008,115311,16324,15069,521,946,6083,8297,971,13,402336.7766,281325.3067,65679423.33
E07000117,popDensity,855,Burnley,385506,431414,E12000002,94646,13051,10785,91,1747,4462,8621,1075,39,96608.72067,190182.96,205640673.3
E07000118,popDensity,580.6,Chorley,357265,418497,E12000002,117732,18558,17598,358,1218,5419,6056,908,20,194815.1657,176250.7333,199483570
E07000121,popDensity,252.1,Lancaster,353328,463919,E12000002,142934,23152,17114,488,3384,2769,11460,1569,42,168834.6182,174308.48,221134723.3
E07000122,popDensity,565.4,Pendle,387886,441045,E12000002,95757,14127,10599,77,1421,3070,7622,1119,31,112459.2296,191357.0933,210231450
E07000123,popDensity,1039,Preston,354185,435253,E12000002,147835,18219,16524,511,1882,9101,11923,1410,37,135761.6721,174731.2667,207470596.7
E07000125,popDensity,513.4,Rossendale,382473,421988,E12000002,70871,10560,10190,72,1186,3328,4459,748,18,158427.0786,188686.68,201147613.3
E07000126,popDensity,981.4,South Ribble,353203,425975,E12000002,111035,19428,17519,376,496,4543,5339,878,6,179397.9924,174246.8133,203048083.3
E07000127,popDensity,338.8,West Lancashire,341717,412911,E12000002,117429,18987,15337,443,5517,1441,5754,968,87,198711.9923,168580.3867,196820910
E07000128,popDensity,396.7,Wyre,344008,445536,E12000002,111946,22699,14539,407,544,3327,8064,1177,12,161555.1499,169710.6133,212372160
E07000129,popDensity,788.9,Blaby,452852,297375,E12000004,102926,17012,16150,459,482,3015,4761,688,8,246613.0705,223406.9867,141748750
E07000130,popDensity,659.2,Charnwood,457739,315833,E12000004,183971,27619,23916,738,4921,3711,11541,1273,66,244297.0994,225817.9067,150547063.3
E07000131,popDensity,165,Harborough,467383,293977,E12000004,97625,16484,14148,805,405,3126,4687,752,7,312934.4687,230575.6133,140129036.7
E07000132,popDensity,382.2,Hinckley and Bosworth,441354,302271,E12000004,113642,19715,17074,451,3005,2044,6199,915,42,237899.3906,217734.64,144082510
E07000133,popDensity,107.5,Melton,477226,322729,E12000004,51752,9160,6871,249,1641,775,3382,499,22,250135.2556,235431.4933,153834156.7
E07000134,popDensity,374.8,North West Leicestershire,440239,317453,E12000004,104706,16599,15690,479,4066,2023,5385,689,43,224103.3648,217184.5733,151319263.3
E07000135,popDensity,2454.9,Oadby and Wigston,461524,299185,E12000004,57747,9711,7304,160,1116,677,3248,375,25,237209.6791,227685.1733,142611516.7
E07000137,popDensity,80.5,East Lindsey,535540,374440,E12000004,142296,29907,13738,686,1495,5800,10971,2139,18,192359.2954,264199.7333,178483066.7
E07000138,popDensity,2908.9,Lincoln,496573,370718,E12000004,103813,11092,10374,387,7162,1791,10634,924,142,160508.2631,244976.0133,176708913.3
E07000139,popDensity,128,North Kesteven,504210,354897,E12000004,118075,20386,16724,536,3685,1428,6299,1865,66,223874.5207,248743.6,169167570
E07000140,popDensity,126.8,South Holland,532780,324067,E12000004,95122,16604,11717,436,3693,1243,6055,888,67,192812.0356,262838.1333,154471936.7
E07000141,popDensity,152.1,South Kesteven,499893,329594,E12000004,143404,23765,19155,654,5536,2315,9998,1327,97,228857.2532,246613.88,157106473.3
E07000143,popDensity,108.4,Breckland,592273,302678,E12000006,141476,24126,16335,433,1653,6854,9186,1744,27,240736.7639,292188.0133,144276513.3
E07000144,popDensity,238.6,Broadland,623735,316663,E12000006,131721,26448,18088,498,650,4969,5951,1144,12,275131.0295,307709.2667,150942696.7
E07000145,popDensity,572.2,Great Yarmouth,647815,311075,E12000006,99748,16978,10538,133,5464,1749,8504,1072,107,185181.3259,319588.7333,148279083.3
E07000146,popDensity,107.2,Kings Lynn and West Norfolk,566910,317216,E12000006,154325,28053,17150,323,2167,7013,10482,2222,54,231388.5762,279675.6,151206293.3
E07000148,popDensity,3688.2,Norwich,622020,308886,E12000006,143922,14312,12793,367,14240,5278,15986,1365,116,210754.7358,306863.2,147235660
E07000149,popDensity,156.4,South Norfolk,622377,295780,E12000006,141948,25720,19175,756,1411,5773,7213,1314,19,283368.8835,307039.32,140988466.7
E07000163,popDensity,48.4,Craven,388715,464893,E12000003,56927,11826,6837,184,457,2037,3963,755,10,226018.9915,191766.0667,221598996.7
E07000164,popDensity,69.2,Hambleton,444420,488149,E12000003,90690,17772,10373,355,575,4893,5245,1581,6,251991.8334,219247.2,232684356.7
E07000165,popDensity,124.4,Harrogate,426573,463534,E12000003,162666,28936,20971,647,3740,3282,11484,2038,71,297162.7906,210442.68,220951206.7
E07000166,popDensity,37.7,Richmondshire,404370,496225,E12000003,49776,8518,4974,119,1450,991,3142,1724,28,228219.0339,199489.2,236533916.7
E07000167,popDensity,36.3,Ryedale,475009,480011,E12000003,54707,10820,5686,190,331,2840,3958,883,7,268717.715,234337.7733,228805243.3
E07000169,popDensity,153.5,Selby,457071,432688,E12000003,91988,14590,14325,447,2923,1928,4571,739,39,222534.3545,225488.36,206247946.7
E07000170,popDensity,1152.8,Ashfield,449768,355201,E12000004,126300,19484,17266,221,6135,1995,8261,1036,111,159149.8639,221885.5467,169312476.7
E07000171,popDensity,184.7,Bassetlaw,469431,382275,E12000004,117804,19442,15672,217,6124,1573,7210,1141,79,172502.4458,231585.96,182217750
E07000172,popDensity,1385,Broxtowe,449657,342283,E12000004,110940,19301,15153,151,4029,1308,7409,946,65,207408.9955,221830.7867,163154896.7
E07000173,popDensity,977.4,Gedling,459166,348277,E12000004,117264,20649,17417,270,2084,2911,7136,1055,29,210905.903,226521.8933,166012036.7
E07000175,popDensity,188.8,Newark and Sherwood,472378,359080,E12000004,122956,20525,16268,437,5133,2280,7476,1148,65,201323.7797,233039.8133,171161466.7
E07000176,popDensity,291,Rushcliffe,464834,334124,E12000004,119077,20508,17253,524,886,3387,6450,862,13,297862.0601,229318.1067,159265773.3
E07000177,popDensity,273.5,Cherwell,449860,229130,E12000008,161016,21431,21408,1253,1427,7315,11453,1580,26,307533.1207,221930.9333,109218633.3
E07000178,popDensity,3553,Oxford,452441,206500,E12000008,162040,13993,11042,793,7414,4140,16150,1612,95,433126.0801,223204.2267,98431666.67
E07000179,popDensity,219.7,South Oxfordshire,464397,193175,E12000008,149085,23180,20015,1116,1092,6294,7921,1863,17,450154.1922,229102.52,92080083.33
E07000180,popDensity,240.5,Vale of White Horse,438787,192976,E12000008,138913,20812,18398,1055,1260,6946,7003,1999,24,377812.9209,216468.2533,91985226.67
E07000181,popDensity,159.9,West Oxfordshire,434067,215553,E12000008,114237,17963,14082,995,788,5575,6580,1990,8,340390.5331,214139.72,102746930
E07000187,popDensity,157,Mendip,362056,144991,E12000009,116089,20657,13884,605,1149,4902,7770,1307,20,284253.5114,178614.2933,69112376.67
E07000188,popDensity,222.2,Sedgemoor,333465,143276,E12000009,125343,21144,15677,493,3618,3269,8494,1157,52,245299.8773,164509.4,68294893.33
E07000189,popDensity,180,South Somerset,350246,121192,E12000009,172671,31355,20226,840,2166,8567,10552,2182,48,249985.6786,172788.0267,57768186.67
E07000192,popDensity,1274.3,Cannock Chase,401418,312745,E12000005,100519,14718,14438,297,4894,2137,6109,753,110,186647.6419,198032.88,149075116.7
E07000193,popDensity,320.5,East Staffordshire,412763,329519,E12000005,124020,18695,15583,357,2276,4358,8846,1146,32,192416.4484,203629.7467,157070723.3
E07000194,popDensity,321.3,Lichfield,413297,310036,E12000005,106436,18902,14528,445,738,5194,4926,891,8,272829.311,203893.1867,147783826.7
E07000195,popDensity,584.5,Newcastle-under-Lyme,378749,344081,E12000005,123299,20435,15716,350,2774,6368,6613,1122,45,169526.0722,186849.5067,164011943.3
E07000196,popDensity,271.2,South Staffordshire,388140,303026,E12000005,110472,20310,14049,402,625,5846,4126,747,16,259413.5809,191482.4,144442393.3
E07000197,popDensity,228.8,Stafford,388230,327866,E12000005,136867,23474,18558,500,2042,6104,7788,1548,33,226784.2869,191526.8,156282793.3
E07000199,popDensity,2549.6,Tamworth,421984,303220,E12000005,78646,10967,11070,233,4104,1822,4192,451,56,199304.43,208178.7733,144534866.7
E07000200,popDensity,155.5,Babergh,599986,243163,E12000006,92341,17460,11098,289,3370,1963,4910,1049,61,298171.2799,295993.0933,115907696.7
E07000203,popDensity,117.9,Mid Suffolk,611211,265459,E12000006,102699,19151,13607,446,3141,1870,4874,1205,50,284534.0422,301530.76,126535456.7
E07000207,popDensity,1459.6,Elmbridge,512060,163238,E12000008,138754,18809,20832,586,939,4669,8828,897,27,628984.4014,252616.2667,77810113.33
E07000208,popDensity,2375.4,Epsom and Ewell,521188,161461,E12000008,80938,11364,11803,358,193,2550,4561,487,5,478613.038,257119.4133,76963076.67
E07000209,popDensity,530.2,Guildford,500446,150851,E12000008,143650,19267,17717,729,4864,2202,9552,1378,51,477315.7515,246886.6933,71905643.33
E07000210,popDensity,338.3,Mole Valley,517049,147214,E12000008,87386,15136,12053,380,574,3753,4506,732,5,508252.4133,255077.5067,70172006.67
E07000211,popDensity,1168.1,Reigate and Banstead,526286,152009,E12000008,150846,20196,22374,969,1082,5825,8482,905,16,433272.2419,259634.4267,72457623.33
E07000212,popDensity,1128.6,Runnymede,501617,167042,E12000008,88079,11431,11710,506,2771,1728,5907,745,40,428701.8244,247464.3867,79623353.33
E07000213,popDensity,2293.9,Spelthorne,506652,170605,E12000008,102956,13980,14489,531,771,4525,6783,704,21,379258.5375,249948.32,81321716.67
E07000215,popDensity,354.1,Tandridge,536712,149345,E12000008,87876,13326,13203,412,2496,1443,3973,757,13,465343.0948,264777.92,71187783.33
E07000216,popDensity,371.5,Waverley,495682,139877,E12000008,128229,20039,17598,642,4657,1770,6494,1209,39,469830.0252,244536.4533,66674703.33
E07000217,popDensity,1634.4,Woking,500423,158249,E12000008,103943,13251,14280,338,2965,1827,7966,772,39,429059.3642,246875.3467,75432023.33
E07000218,popDensity,228.8,North Warwickshire,425346,294421,E12000005,65035,10558,8856,261,2490,1262,3588,522,44,221639.8867,209837.36,140340676.7
E07000219,popDensity,1699.7,Nuneaton and Bedworth,435701,289373,E12000005,134197,19829,18675,461,5412,2745,8355,1044,64,188071.3958,214945.8267,137934463.3
E07000220,popDensity,325.7,Rugby,445826,276476,E12000005,114363,15703,16012,692,3399,2675,7460,1014,60,249858.7374,219940.8267,131786893.3
E07000221,popDensity,137.8,Stratford-on-Avon,425910,253437,E12000005,134725,24156,17967,1060,958,6948,7055,1308,11,327667.7037,210115.6,120804970
E07000222,popDensity,524.8,Warwick,428512,268090,E12000005,148453,21411,19541,899,5251,3553,10844,1066,53,325416.0641,211399.2533,127789566.7
E07000223,popDensity,1534.4,Adur,519857,106296,E12000008,64544,11101,8835,184,2431,1005,3537,558,27,330624.7881,256462.7867,50667760
E07000224,popDensity,746.1,Arun,500922,105536,E12000008,164889,32182,19588,836,3210,3564,11801,1424,56,301814.7781,247121.52,50305493.33
E07000225,popDensity,157.8,Chichester,488437,116059,E12000008,124068,22715,12657,754,1057,7100,8089,1718,28,405129.0269,240962.2533,55321456.67
E07000226,popDensity,2634.9,Crawley,527313,137822,E12000008,118493,10940,14423,560,7969,2463,8352,663,132,282798.3356,260141.08,65695153.33
E07000227,popDensity,276.8,Horsham,514696,122819,E12000008,146778,24482,20583,1072,775,6380,7795,1260,23,378989.2425,253916.6933,58543723.33
E07000228,popDensity,456.8,Mid Sussex,531427,126224,E12000008,152566,23259,22754,810,460,6352,8568,1142,4,383594.7232,262170.6533,60166773.33
E07000229,popDensity,3423.7,Worthing,513043,104470,E12000008,111338,18052,15388,322,1051,3794,10012,904,15,288872.5315,253101.2133,49797366.67
E07000234,popDensity,457.1,Bromsgrove,398961,273791,E12000005,99183,17483,14511,458,1452,2965,3719,660,16,308026.7383,196820.76,130507043.3
E07000235,popDensity,137.7,Malvern Hills,376452,253907,E12000005,79486,15753,9020,451,753,4248,3896,757,11,281614.8257,185716.32,121029003.3
E07000236,popDensity,1604.4,Redditch,403427,264902,E12000005,87036,11254,12184,291,5281,2050,4718,525,75,224334.6297,199023.9867,126269953.3
